Month,Employee #,Filled Position Description,Filled FTE Percent,Current Salary
March-18,3894.0,FIRE LIEUTENANT,1.0,89201.0
March-18,1830.0,FIREFIGHTER,1.0,80655.0
March-18,1584.0,FIREFIGHTER,1.0,78822.0
March-18,2542.0,FIREFIGHTER PARAMEDI,1.0,81325.0
March-18,3248.0,FIRE LIEUTENANT,1.0,89201.0
March-18,1137.0,FIREFIGHTER PARAMEDI,1.0,81325.0
March-18,3801.0,FIREFIGHTER,1.0,68434.0
March-18,3888.0,FIRE LIEUTENANT,1.0,89903.0
March-18,2503.0,FIREFIGHTER,1.0,64768.0
March-18,2750.0,FIREFIGHTER PARAMEDI,1.0,77293.0
March-18,6771.0,FIREFIGHTER PARAMEDI,1.0,65192.0
March-18,2397.0,FIREFIGHTER PARAMEDI,1.0,75276.0
March-18,3010.0,FIREFIGHTER PARAMEDI,1.0,85358.0
March-18,3552.0,FIRE CHIEF-ASST,1.0,133034.0
March-18,1864.0,FIREFIGHTER PARAMEDI,1.0,77629.0
March-18,1497.0,FIREFIGHTER,1.0,75766.0
March-18,3423.0,FIRE LIEUTENANT,1.0,90606.0
March-18,1496.0,FIREFIGHTER,1.0,69656.0
March-18,2324.0,FIRE APPARATUS ENGR,1.0,78913.0
March-18,2370.0,FIRE CAPT,1.0,92419.0
March-18,2340.0,FIRE LIEUTENANT,1.0,88499.0
March-18,2646.0,FIRE APPARATUS ENGR,1.0,87253.0
March-18,3127.0,FIREFIGHTER,1.0,66601.0
March-18,2745.0,FIREFIGHTER PARAMEDI,1.0,86188.0
March-18,3468.0,FIREFIGHTER,1.0,57254.0
March-18,2333.0,FIREFIGHTER PARAMEDI,1.0,90688.0
March-18,3436.0,FIREFIGHTER,1.0,76378.0
March-18,6000.0,FIREFIGHTER,1.0,50707.0
March-18,9412.0,FIREFIGHTER,1.0,55586.0
March-18,3838.0,FIRE LIEUTENANT,1.0,91308.0
March-18,4115.0,FIRE LIEUTENANT,1.0,82880.0
March-18,3832.0,FIRE APPARATUS ENGR,1.0,79554.0
March-18,4183.0,FIREFIGHTER,1.0,72100.0
March 2018,,,,
March-18,9413.0,FIREFIGHTER,1.0,55586.0
March-18,3183.0,FIREFIGHTER,1.0,71490.0
March-18,2851.0,FIRE APPARATUS ENGR,1.0,78913.0
March 2018,,,,
March-18,1294.0,FIRE LIEUTENANT,1.0,91308.0
March-18,2738.0,FIRE LIEUTENANT,1.0,90606.0
March-18,2512.0,FIREFIGHTER PARAMEDI,1.0,88046.0
March-18,1566.0,FIRE APPARATUS ENGR,1.0,82762.0
March-18,2652.0,FIRE LIEUTENANT,1.0,90606.0
March-18,2052.0,FIREFIGHTER,1.0,73323.0
March-18,2631.0,FIRE APPARATUS ENGR,1.0,78913.0
March-18,1521.0,FIRE APPARATUS ENGR,1.0,71856.0
March-18,2391.0,FIRE APPARATUS ENGR,1.0,73780.0
March-18,2334.0,FIRE LIEUTENANT,1.0,90606.0
March-18,1072.0,FIREFIGHTER,1.0,72100.0
March-18,3221.0,FIREFIGHTER,1.0,75766.0
March-18,1875.0,FIREFIGHTER,1.0,66601.0
March-18,1996.0,FIREFIGHTER PARAMEDI,1.0,88046.0
March-18,1358.0,FIREFIGHTER-13,1.0,73933.0
March-18,2675.0,FIRE APPARATUS ENGR,1.0,75063.0
March-18,5995.0,FIREFIGHTER,1.0,55586.0
March-18,1041.0,DIVISION FIRE CHIEF,1.0,110632.0
March-18,3555.0,FIRE APPARATUS ENGR,1.0,78913.0
March-18,7780.0,FIREFIGHTER,1.0,57427.0
March-18,3191.0,FIRE LIEUTENANT,1.0,87094.0
March-18,1653.0,FIREFIGHTER,1.0,68434.0
March-18,2525.0,FIRE APPARATUS ENGR,1.0,82669.0
March-18,2413.0,FIREFIGHTER,1.0,81877.0
March-18,3256.0,FIRE APPARATUS ENGR,1.0,82762.0
March-18,3002.0,FIREFIGHTER,1.0,70878.0
March-18,3049.0,FIREFIGHTER PARAMEDI,1.0,89996.0
March-18,2065.0,FIREFIGHTER,1.0,70267.0
March-18,3286.0,FIREFIGHTER PARAMEDI,1.0,77293.0
March-18,2751.0,FIREFIGHTER PARAMEDI,1.0,79612.0
March-18,3959.0,FIREFIGHTER,1.0,75766.0
March-18,3798.0,FIREFIGHTER PARAMEDI,1.0,73260.0
March-18,1030.0,FIREFIGHTER,1.0,73933.0
March-18,1356.0,FIREFIGHTER,1.0,78211.0
March-18,1877.0,FIRE APPARATUS ENGR,1.0,75705.0
March-18,1101.0,FIREFIGHTER,1.0,75766.0
March-18,2711.0,FIRE LIEUTENANT,1.0,87094.0
March-18,3196.0,FIRE LIEUTENANT,1.0,91308.0
March-18,1857.0,FIREFIGHTER,1.0,73933.0
March-18,1766.0,FIREFIGHTER,1.0,72748.0
March-18,7853.0,FIREFIGHTER,1.0,59265.0
March-18,2070.0,FIREFIGHTER,1.0,72100.0
March-18,4026.0,FIRE APPARATUS ENGR,1.0,82121.0
March-18,6781.0,FIREFIGHTER PARAMEDI,1.0,65192.0
March-18,3914.0,FIREFIGHTER-13,1.0,76989.0
March-18,3562.0,FIRE APPARATUS ENGR,1.0,78913.0
March-18,1246.0,DIVISION FIRE CHIEF,1.0,112662.0
March-18,1048.0,FIRE APPARATUS ENGR,1.0,82121.0
March-18,3306.0,FIREFIGHTER PARAMEDI,1.0,77293.0
March-18,2035.0,FIRE LIEUTENANT,1.0,90606.0
March-18,1001.0,FIREFIGHTER,1.0,78822.0
March-18,4037.0,FIREFIGHTER-13,1.0,75766.0
March-18,2712.0,FIRE LIEUTENANT,1.0,89201.0
March-18,3987.0,FIRE APPARATUS ENGR,1.0,77630.0
March-18,3620.0,FIRE APPARATUS ENGR,1.0,82762.0
March-18,1038.0,FIREFIGHTER PARAMEDI,1.0,81325.0
March-18,3968.0,FIREFIGHTER PARAMEDI,1.0,89996.0
March-18,7861.0,FIREFIGHTER,1.0,59265.0
March-18,2722.0,FIREFIGHTER,1.0,73933.0
March-18,3625.0,FIRE APPARATUS ENGR,1.0,82762.0
March-18,2705.0,FIREFIGHTER-13,1.0,80044.0
March-18,3768.0,FIREFIGHTER PARAMEDI,1.0,82381.0
March-18,6774.0,FIREFIGHTER-13,1.0,59265.0
March-18,2978.0,FIRE LIEUTENANT,1.0,91308.0
March-18,1907.0,FIRE CHIEF-ASST,1.0,131846.0
March-18,2506.0,FIREFIGHTER PARAMEDI,1.0,80653.0
March-18,9414.0,FIREFIGHTER,1.0,55586.0
March-18,3856.0,FIRE APPARATUS ENGR,1.0,82762.0
March-18,1850.0,FIREFIGHTER PARAMEDI,1.0,73260.0
March-18,3834.0,FIREFIGHTER PARAMEDI,1.0,81325.0
March-18,3841.0,FIREFIGHTER PARAMEDI,1.0,79612.0
March-18,1091.0,FIRE APPARATUS ENGR-13,1.0,84045.0
March-18,2934.0,FIRE APPARATUS ENGR,1.0,73780.0
March-18,3899.0,FIRE LIEUTENANT,1.0,90606.0
March 2018,,,,
March-18,3088.0,FIREFIGHTER PARAMEDI,1.0,85358.0
March-18,3979.0,FIREFIGHTER PARAMEDI,1.0,88046.0
March-18,3960.0,FIRE APPARATUS ENGR,1.0,73780.0
March-18,3435.0,FIREFIGHTER,1.0,75766.0
March-18,1870.0,FIRE LIEUTENANT,1.0,84284.0
March-18,1980.0,FIRE APPARATUS ENGR,1.0,75063.0
March-18,1517.0,FIREFIGHTER,1.0,75156.0
March-18,1063.0,FIREFIGHTER PARAMEDI,1.0,81325.0
March-18,2935.0,FIREFIGHTER-13,1.0,62935.0
March-18,1480.0,FIREFIGHTER,1.0,78822.0
March-18,3241.0,FIRE APPARATUS ENGR,1.0,75705.0
March-18,3547.0,FIRE CHIEF-ASST,1.0,131846.0
March-18,3091.0,FIREFIGHTER,1.0,78822.0
March-18,1985.0,FIREFIGHTER PARAMEDI,1.0,90688.0
March-18,2154.0,FIREFIGHTER PARAMEDI,1.0,85842.0
March-18,2697.0,FIRE LIEUTENANT,1.0,93415.0
March-18,2664.0,FIREFIGHTER,1.0,78822.0
March-18,1028.0,FIREFIGHTER,1.0,78211.0
March-18,1515.0,FIRE LIEUTENANT,1.0,88499.0
March-18,3075.0,FIREFIGHTER,1.0,64768.0
March-18,4076.0,FIRE APPARATUS ENGR,1.0,79554.0
March-18,4124.0,FIREFIGHTER PARAMEDI,1.0,89304.0
March-18,1096.0,FIREFIGHTER PARAMEDI,1.0,84458.0
March-18,1466.0,FIREFIGHTER,1.0,70267.0
March-18,2660.0,FIREFIGHTER,1.0,78822.0
March-18,3775.0,FIRE LIEUTENANT,1.0,86392.0
March-18,3080.0,FIRE APPARATUS ENGR,1.0,82762.0
March-18,1825.0,FIREFIGHTER PARAMEDI,1.0,81689.0
March-18,2234.0,FIRE LIEUTENANT,1.0,88499.0
March-18,2644.0,FIRE LIEUTENANT,1.0,93415.0
March 2018,,,,
March-18,2137.0,FIRE CHIEF,1.0,152111.0
March-18,3263.0,FIRE PROTECTION ENGR,1.0,97393.0
March-18,7691.0,FIRE PUB INFO SPEC 2,1.0,80753.0
March-18,2150.0,FIRE CODE ENFORCE 3,1.0,77585.0
March-18,2969.0,FIRE ED/ENFC OFF 2,1.0,72840.0
March-18,9716.0,FIRE CODE ENFORCE 1-16,1.0,54117.0
March-18,6433.0,FIRE ADM SERV MGR,1.0,80753.0
March-18,3800.0,ADMIN CLK 1,1.0,54698.0
March-18,2026.0,ADMIN ASST,1.0,59541.0
March-18,6309.0,FIRE CODE ENFORCE 2-16,1.0,62733.0
March-18,3434.0,FIRE CODE ENFORCE 4,1.0,84576.0
March-18,1250.0,FIRE CODE ENFORCE 3,1.0,79781.0
March-18,3845.0,FIRE MARSHAL,1.0,119691.0
March-18,7964.0,FIRE CODE ENFORCE 2-16,1.0,58515.0
March-18,6278.0,ADMIN CLK 1,1.0,44226.0
March-18,3365.0,FIRE CODE ENFORCE 3,1.0,81245.0
March-18,5251.0,ACCT TECH 2,1.0,52518.0
March-18,3190.0,FIRE CAPT,1.0,90940.0
March-18,3759.0,FIREFIGHTER,1.0,78211.0
March-18,2690.0,FIRE LIEUTENANT,1.0,86392.0
March-18,7854.0,FIREFIGHTER,1.0,59265.0
March-18,2024.0,FIRE LIEUTENANT,1.0,83582.0
March-18,3251.0,FIREFIGHTER,1.0,69045.0
March-18,3447.0,FIREFIGHTER,1.0,62935.0
March-18,1734.0,FIREFIGHTER,1.0,75156.0
March-18,3814.0,FIREFIGHTER,1.0,75766.0
March-18,2197.0,FIREFIGHTER,1.0,78822.0
March-18,7826.0,FIREFIGHTER PARAMEDI,1.0,65192.0
March-18,6780.0,FIREFIGHTER,1.0,59265.0
March-18,3530.0,FIRE CAPT,1.0,101292.0
March-18,6779.0,FIREFIGHTER,1.0,59265.0
March-18,2184.0,FIREFIGHTER,1.0,66601.0
March-18,7855.0,FIREFIGHTER,1.0,59265.0
March-18,3532.0,FIRE CAPT,1.0,91680.0
March-18,6778.0,FIREFIGHTER,1.0,63414.0
March-18,2029.0,FIRE CAPT,1.0,90201.0
March-18,3035.0,FIREFIGHTER,1.0,78822.0
March-18,3817.0,FIREFIGHTER,1.0,70267.0
March-18,7856.0,FIREFIGHTER,1.0,59265.0
March-18,2131.0,FIREFIGHTER,1.0,81266.0
March-18,2692.0,FIREFIGHTER,1.0,70878.0
March-18,1959.0,FIREFIGHTER,1.0,75766.0
March-18,2852.0,FIRE CAPT,1.0,95377.0
March-18,6777.0,FIREFIGHTER,1.0,59265.0
March-18,3935.0,POLICE OFFICER,1.0,73934.0
March-18,3085.0,POLICE SGT.,1.0,86702.0
March-18,2200.0,POLICE OFFICER,1.0,76990.0
March-18,4006.0,POLICE OFFICER,1.0,80045.0
March-18,3629.0,POLICE OFFICER,1.0,77601.0
March-18,10680.0,POLICE OFFICER,1.0,56058.0
March-18,1615.0,DETECTIVE SERGEANT,1.0,88719.0
March-18,7938.0,POLICE OFFICER,1.0,57527.0
March-18,3478.0,POLICE OFFICER,1.0,73934.0
March-18,2571.0,POLICE LT.,1.0,99349.0
March-18,3704.0,POLICE OFFICER,1.0,79434.0
March-18,1276.0,POLICE OFFICER,1.0,79434.0
March-18,1596.0,POLICE OFFICER,1.0,78212.0
March-18,1010.0,POLICE OFFICER,1.0,78212.0
March-18,3610.0,ASST POLICE CHIEF,1.0,129420.0
March-18,2373.0,POLICE SGT.,1.0,86030.0
March-18,3812.0,POLICE OFFICER,1.0,75768.0
March-18,3747.0,POLICE OFFICER,1.0,79434.0
March-18,4127.0,POLICE OFFICER,1.0,72101.0
March-18,3748.0,DETECTIVE SERGEANT,1.0,84686.0
March-18,3950.0,POLICE OFFICER,1.0,78823.0
March-18,1556.0,POLICE LT.,1.0,99349.0
March-18,1224.0,POLICE OFFICER,1.0,73934.0
March-18,2927.0,POLICE OFFICER,1.0,73934.0
March-18,1394.0,POLICE SGT.,1.0,83342.0
March-18,3818.0,POLICE OFFICER,1.0,73934.0
March-18,3560.0,POLICE SGT.,1.0,86702.0
March-18,7939.0,POLICE OFFICER,1.0,57527.0
March-18,9359.0,POLICE OFFICER,1.0,56058.0
March-18,2207.0,POLICE OFFICER,1.0,78212.0
March-18,2715.0,POLICE OFFICER,1.0,75768.0
March-18,3471.0,POLICE OFFICER,1.0,73934.0
March-18,3908.0,POLICE OFFICER,1.0,78823.0
March-18,2205.0,POLICE OFFICER,1.0,78212.0
March-18,3966.0,POLICE SGT.,1.0,86702.0
March-18,1829.0,POLICE OFFICER,1.0,75768.0
March 2018,,,,
March-18,2862.0,DETECTIVE 1,1.0,82763.0
March-18,1467.0,POLICE OFFICER,1.0,73934.0
March 2018,,,,
March-18,3410.0,POLICE OFFICER,1.0,73934.0
March-18,3636.0,DETECTIVE 1,1.0,81480.0
March-18,1736.0,POLICE LT.,1.0,96688.0
March-18,3772.0,POLICE OFFICER,1.0,78212.0
March-18,3906.0,POLICE OFFICER,1.0,77601.0
March-18,9366.0,POLICE OFFICER,1.0,56058.0
March-18,2044.0,POLICE OFFICER,1.0,79434.0
March-18,2014.0,DETECTIVE 1,1.0,82122.0
March-18,1443.0,POLICE OFFICER,1.0,73934.0
March-18,1756.0,POLICE CAPT,1.0,113096.0
March-18,10696.0,POLICE OFFICER,1.0,56058.0
March-18,1475.0,DETECTIVE 1,1.0,79555.0
March-18,2892.0,POLICE LT.,1.0,99349.0
March-18,2434.0,POLICE OFFICER,1.0,78212.0
March-18,3019.0,POLICE OFFICER,1.0,78823.0
March-18,1174.0,POLICE OFFICER,1.0,77601.0
March-18,7952.0,POLICE OFFICER,1.0,57527.0
March-18,3420.0,POLICE OFFICER,1.0,81878.0
March-18,1195.0,DETECTIVE 1,1.0,79555.0
March-18,10681.0,POLICE OFFICER,1.0,56058.0
March-18,3892.0,POLICE SGT.,1.0,83342.0
March-18,1456.0,POLICE OFFICER,1.0,75768.0
March-18,4032.0,POLICE OFFICER,1.0,75768.0
March-18,1800.0,POLICE OFFICER,1.0,78823.0
March-18,3269.0,POLICE INVESTIGATOR,1.0,83405.0
March-18,1251.0,POLICE LT.,1.0,99349.0
March-18,3871.0,POLICE OFFICER,1.0,70268.0
March-18,2520.0,POLICE OFFICER,1.0,75768.0
March-18,2313.0,POLICE OFFICER,1.0,78823.0
March-18,10697.0,POLICE OFFICER,1.0,56058.0
March-18,2737.0,POLICE OFFICER,1.0,77601.0
March-18,1506.0,DETECTIVE 1,1.0,79555.0
March-18,1324.0,POLICE OFFICER,1.0,73934.0
March-18,10682.0,POLICE OFFICER,1.0,56058.0
March-18,4012.0,POLICE SGT.,1.0,83342.0
March-18,4036.0,POLICE OFFICER,1.0,78212.0
March-18,1617.0,DETECTIVE 1,1.0,83405.0
March-18,2196.0,POLICE OFFICER,1.0,75156.0
March-18,3209.0,POLICE OFFICER,1.0,81267.0
March-18,2816.0,POLICE OFFICER,1.0,78212.0
March-18,9374.0,POLICE OFFICER,1.0,56058.0
March-18,3713.0,POLICE CAPT,1.0,109407.0
March-18,10683.0,POLICE OFFICER,1.0,56058.0
March-18,1035.0,POLICE SGT.,1.0,86030.0
March-18,2717.0,POLICE OFFICER,1.0,78212.0
March-18,3829.0,DETECTIVE 1,1.0,80838.0
March-18,1981.0,DETECTIVE 1,1.0,81480.0
March-18,2055.0,POLICE OFFICER,1.0,75768.0
March-18,3916.0,POLICE OFFICER,1.0,73934.0
March-18,1156.0,POLICE SGT.,1.0,86702.0
March-18,2936.0,POLICE OFFICER,1.0,78823.0
March-18,3642.0,POLICE OFFICER,1.0,68435.0
March-18,3275.0,POLICE SGT.,1.0,81325.0
March-18,3113.0,DETECTIVE 1,1.0,79555.0
March-18,9379.0,POLICE OFFICER,1.0,56058.0
March-18,1102.0,POLICE OFFICER,1.0,73934.0
March-18,9375.0,POLICE OFFICER,1.0,56058.0
March-18,2702.0,POLICE SGT.,1.0,81997.0
March-18,3951.0,POLICE OFFICER,1.0,75768.0
March-18,2015.0,DETECTIVE 1,1.0,81480.0
March-18,1329.0,DETECTIVE 1,1.0,82122.0
March-18,3077.0,POLICE OFFICER,1.0,78212.0
March 2018,,,,
March-18,3944.0,POLICE OFFICER,1.0,73934.0
March-18,6382.0,POLICE OFFICER,1.0,59232.0
March-18,2930.0,POLICE OFFICER,1.0,73934.0
March-18,2866.0,POLICE INVESTIGATOR,1.0,83405.0
March-18,3789.0,DETECTIVE 1,1.0,83405.0
March-18,1135.0,POLICE OFFICER,1.0,76378.0
March-18,3769.0,POLICE OFFICER,1.0,78823.0
March-18,7940.0,POLICE OFFICER,1.0,57527.0
March-18,2008.0,POLICE OFFICER,1.0,76378.0
March-18,2502.0,DETECTIVE 1,1.0,82763.0
March-18,4138.0,POLICE SGT.,1.0,86702.0
March-18,3554.0,POLICE LT.,1.0,91367.0
March-18,2481.0,POLICE LT.,1.0,92197.0
March-18,3223.0,POLICE OFFICER,1.0,75157.0
March-18,2563.0,POLICE LT.,1.0,99349.0
March-18,10700.0,POLICE OFFICER,1.0,56058.0
March-18,1483.0,POLICE OFFICER,1.0,73934.0
March-18,2908.0,POLICE SGT.,1.0,83342.0
March-18,4166.0,DETECTIVE 1,1.0,79555.0
March-18,2210.0,POLICE OFFICER,1.0,78212.0
March-18,2195.0,DETECTIVE 1,1.0,82122.0
March-18,1773.0,POLICE OFFICER,1.0,73935.0
March-18,4132.0,POLICE OFFICER,1.0,76378.0
March-18,3884.0,POLICE INVESTIGATOR,1.0,82122.0
March-18,6372.0,POLICE OFFICER,1.0,59232.0
March-18,3100.0,POLICE OFFICER,1.0,73934.0
March-18,2870.0,POLICE OFFICER,1.0,75768.0
March-18,3076.0,POLICE OFFICER,1.0,76378.0
March-18,3791.0,POLICE OFFICER,1.0,73934.0
March-18,2236.0,POLICE OFFICER,1.0,73934.0
March-18,2215.0,POLICE OFFICER,1.0,73934.0
March-18,3294.0,POLICE OFFICER,1.0,73934.0
March-18,9368.0,POLICE OFFICER,1.0,56058.0
March-18,3203.0,POLICE INVESTIGATOR,1.0,82122.0
March-18,3827.0,POLICE INVESTIGATOR,1.0,79555.0
March-18,3229.0,POLICE LT.,1.0,98462.0
March-18,10684.0,POLICE OFFICER,1.0,56058.0
March-18,3460.0,POLICE INVESTIGATOR,1.0,77631.0
March-18,4173.0,POLICE OFFICER,1.0,73934.0
March-18,3242.0,POLICE OFFICER,1.0,80045.0
March-18,3247.0,POLICE SGT.,1.0,86702.0
March-18,2545.0,POLICE OFFICER,1.0,73934.0
March-18,10685.0,POLICE OFFICER,1.0,56058.0
March-18,2872.0,POLICE OFFICER,1.0,76378.0
March-18,10686.0,POLICE OFFICER,1.0,56058.0
March-18,1642.0,DETECTIVE 1,1.0,83405.0
March-18,2369.0,POLICE SGT.,1.0,87374.0
March-18,2069.0,DETECTIVE 1,1.0,82122.0
March-18,1161.0,DETECTIVE 1,1.0,83405.0
March-18,3150.0,POLICE CAPT,1.0,113096.0
March-18,2987.0,POLICE SGT.,1.0,86030.0
March-18,1823.0,POLICE OFFICER,1.0,78212.0
March-18,1106.0,POLICE OFFICER,1.0,77601.0
March-18,3891.0,POLICE OFFICER,1.0,73934.0
March-18,2292.0,POLICE OFFICER,1.0,78212.0
March-18,1433.0,POLICE SGT.,1.0,88046.0
March-18,4056.0,POLICE OFFICER,1.0,78212.0
March-18,10687.0,POLICE OFFICER,1.0,56058.0
March-18,2703.0,DETECTIVE 1,1.0,82122.0
March-18,1027.0,POLICE LT.,1.0,99349.0
March-18,3387.0,POLICE LT.,1.0,97575.0
March-18,3296.0,POLICE OFFICER,1.0,76378.0
March-18,3007.0,POLICE INVESTIGATOR,1.0,81480.0
March-18,3803.0,POLICE OFFICER,1.0,78823.0
March-18,1934.0,POLICE CAPT,1.0,113096.0
March-18,1876.0,POLICE OFFICER,1.0,68435.0
March-18,2293.0,POLICE OFFICER,1.0,76990.0
March-18,10699.0,POLICE OFFICER,1.0,56058.0
March-18,2019.0,POLICE OFFICER,1.0,68435.0
March 2018,,,,
March-18,1210.0,POLICE OFFICER,1.0,79434.0
March-18,7935.0,POLICE OFFICER,1.0,57527.0
March-18,3905.0,POLICE OFFICER,1.0,80045.0
March-18,1075.0,POLICE SGT.,1.0,84686.0
March-18,3649.0,POLICE OFFICER,1.0,75768.0
March-18,2135.0,POLICE SGT.,1.0,84686.0
March-18,1484.0,POLICE INVESTIGATOR,1.0,80838.0
March-18,1512.0,POLICE OFFICER,1.0,73934.0
March-18,3232.0,DETECTIVE 1,1.0,82763.0
March-18,3599.0,POLICE OFFICER,1.0,79434.0
March-18,4169.0,POLICE OFFICER,1.0,73934.0
March-18,4141.0,POLICE OFFICER,1.0,79434.0
March-18,3115.0,POLICE OFFICER,1.0,76378.0
March-18,2864.0,POLICE INVESTIGATOR,1.0,77631.0
March-18,7941.0,POLICE OFFICER,1.0,57527.0
March-18,2634.0,POLICE OFFICER,1.0,75768.0
March-18,2905.0,POLICE OFFICER,1.0,73934.0
March-18,2674.0,DETECTIVE 1,1.0,81480.0
March-18,3757.0,POLICE LT.,1.0,93998.0
March-18,1269.0,POLICE OFFICER,1.0,79434.0
March-18,1526.0,POLICE OFFICER,1.0,75768.0
March-18,2555.0,DETECTIVE 1,1.0,79555.0
March-18,3815.0,POLICE OFFICER,1.0,73934.0
March-18,3480.0,POLICE OFFICER,1.0,73934.0
March-18,3658.0,POLICE OFFICER,1.0,73934.0
March-18,9361.0,POLICE OFFICER,1.0,56058.0
March-18,2490.0,POLICE OFFICER,1.0,78212.0
March-18,3335.0,DETECTIVE 1,1.0,83405.0
March-18,7936.0,POLICE OFFICER,1.0,57527.0
March-18,3372.0,POLICE SGT.,1.0,87374.0
March-18,1848.0,POLICE OFFICER,1.0,76378.0
March-18,4107.0,DETECTIVE 1,1.0,82763.0
March-18,1758.0,POLICE OFFICER,1.0,78212.0
March-18,2534.0,DETECTIVE 1,1.0,81480.0
March-18,1508.0,POLICE OFFICER,1.0,75768.0
March-18,1213.0,DETECTIVE SARGEANT,1.0,89391.0
March-18,3078.0,POLICE OFFICER,1.0,73934.0
March-18,3995.0,POLICE OFFICER,1.0,73934.0
March-18,3059.0,POLICE OFFICER,1.0,75768.0
March-18,1319.0,POLICE OFFICER,1.0,81267.0
March-18,10694.0,POLICE OFFICER,1.0,56058.0
March-18,3441.0,POLICE OFFICER,1.0,75768.0
March-18,2208.0,POLICE SGT.,1.0,86702.0
March-18,1310.0,DETECTIVE 1,1.0,82122.0
March-18,1131.0,DETECTIVE 1,1.0,79555.0
March-18,1285.0,POLICE SGT.,1.0,85358.0
March-18,7950.0,POLICE OFFICER,1.0,57527.0
March-18,3672.0,POLICE OFFICER,1.0,76378.0
March-18,9369.0,POLICE OFFICER,1.0,56058.0
March-18,4165.0,POLICE OFFICER,1.0,73934.0
March-18,3044.0,POLICE OFFICER,1.0,78212.0
March-18,3895.0,POLICE SGT.,1.0,86702.0
March-18,4073.0,POLICE OFFICER,1.0,75768.0
March-18,2118.0,POLICE OFFICER,1.0,81267.0
March-18,3551.0,DETECTIVE 1,1.0,83405.0
March-18,2095.0,POLICE OFFICER,1.0,78823.0
March-18,2375.0,POLICE OFFICER,1.0,75768.0
March-18,2975.0,POLICE OFFICER,1.0,79434.0
March-18,3429.0,DETECTIVE 1,1.0,82763.0
March-18,3707.0,DETECTIVE 1,1.0,83405.0
March-18,2741.0,POLICE OFFICER,1.0,75768.0
March-18,1223.0,POLICE SGT.,1.0,87374.0
March-18,1066.0,DETECTIVE 1,1.0,82122.0
March-18,3994.0,POLICE SGT.,1.0,84014.0
March-18,4093.0,DETECTIVE 1,1.0,79555.0
March-18,2396.0,POLICE OFFICER,1.0,73934.0
March-18,2536.0,POLICE OFFICER,1.0,75768.0
March-18,2175.0,POLICE OFFICER,1.0,78212.0
March-18,1239.0,POLICE LT.,1.0,93998.0
March-18,2449.0,POLICE LT.,1.0,99349.0
March-18,3842.0,POLICE OFFICER,1.0,73934.0
March-18,9370.0,POLICE OFFICER,1.0,56058.0
March-18,4163.0,POLICE OFFICER,1.0,73934.0
March-18,3949.0,DETECTIVE 1,1.0,83405.0
March-18,3961.0,POLICE OFFICER,1.0,80045.0
March-18,1245.0,DETECTIVE 1,1.0,85971.0
March-18,1114.0,POLICE INVESTIGATOR,1.0,85971.0
March-18,2839.0,POLICE OFFICER,1.0,78212.0
March-18,4063.0,DETECTIVE 1,1.0,77631.0
March-18,2020.0,POLICE SGT.,1.0,87374.0
March-18,1569.0,POLICE OFFICER,1.0,73323.0
March-18,7943.0,POLICE OFFICER,1.0,57527.0
March-18,3990.0,POLICE OFFICER,1.0,77601.0
March-18,1516.0,POLICE OFFICER,1.0,73934.0
March-18,1293.0,POLICE OFFICER,1.0,77601.0
March-18,3270.0,POLICE CAPT,1.0,113096.0
March-18,1004.0,DETECTIVE 1,1.0,85971.0
March-18,1593.0,POLICE OFFICER,1.0,77601.0
March-18,1477.0,POLICE LT.,1.0,99349.0
March-18,9371.0,POLICE OFFICER,1.0,56058.0
March-18,3897.0,POLICE OFFICER,1.0,73934.0
March-18,3367.0,POLICE CAPT,1.0,113096.0
March-18,6373.0,POLICE OFFICER,1.0,59232.0
March-18,3634.0,POLICE OFFICER,1.0,79434.0
March-18,2346.0,POLICE OFFICER,1.0,78823.0
March-18,2539.0,POLICE OFFICER,1.0,75768.0
March-18,6383.0,POLICE OFFICER,1.0,59232.0
March-18,2054.0,POLICE LT.,1.0,98462.0
March-18,1280.0,POLICE SGT.,1.0,86030.0
March 2018,,,,
March-18,1529.0,DETECTIVE 1,1.0,77631.0
March-18,2550.0,POLICE OFFICER,1.0,73934.0
March-18,2996.0,POLICE SGT.,1.0,87374.0
March-18,2376.0,POLICE SGT.,1.0,86030.0
March-18,2477.0,POLICE SGT.,1.0,86030.0
March-18,1162.0,POLICE OFFICER,1.0,75768.0
March-18,2190.0,POLICE OFFICER,1.0,77601.0
March-18,9362.0,POLICE OFFICER,1.0,56058.0
March-18,2064.0,POLICE SGT.,1.0,84014.0
March-18,2001.0,POLICE OFFICER,1.0,78823.0
March-18,7945.0,POLICE OFFICER,1.0,57527.0
March-18,3889.0,POLICE OFFICER,1.0,75768.0
March-18,1339.0,POLICE OFFICER,1.0,73323.0
March-18,2470.0,POLICE SGT.,1.0,83342.0
March-18,2984.0,POLICE OFFICER,1.0,70268.0
March-18,3819.0,POLICE OFFICER,1.0,73934.0
March-18,3741.0,POLICE INVESTIGATOR,1.0,83405.0
March-18,6384.0,POLICE OFFICER,1.0,59232.0
March-18,1665.0,POLICE OFFICER,1.0,73934.0
March-18,4164.0,POLICE OFFICER,1.0,73934.0
March-18,2351.0,POLICE OFFICER,1.0,73934.0
March-18,1254.0,POLICE OFFICER,1.0,75768.0
March-18,3831.0,POLICE OFFICER,1.0,78212.0
March-18,3662.0,DETECTIVE 1,1.0,82763.0
