Employee #,Filled Position Description,Filled FTE Percent,Current Salary
2652,FIRE LIEUTENANT,1.00," 	87,950 "
2052,FIREFIGHTER,1.00," 	70,580 "
2631,FIRE APPARATUS ENGR,1.00," 	76,600 "
1521,FIRE APPARATUS ENGR,1.00," 	69,749 "
2391,FIRE APPARATUS ENGR,1.00," 	71,618 "
2334,FIRE LIEUTENANT,1.00," 	87,268 "
1072,FIREFIGHTER,1.00," 	69,987 "
3221,FIREFIGHTER,1.00," 	73,545 "
1875,FIREFIGHTER,1.00," 	64,649 "
1996,FIREFIGHTER PARAMEDI,1.00," 	85,466 "
2213,FIREFIGHTER PARAMEDI,1.00," 	76,984 "
2675,FIRE APPARATUS ENGR,1.00," 	72,863 "
5995,FIREFIGHTER,1.00," 	53,957 "
1041,DIVISION FIRE CHIEF,1.00," 	106,325 "
2033,FIRE APPARATUS ENGR,1.00," 	75,977 "
7780,FIREFIGHTER,1.00," 	55,743 "
3190,FIRE LIEUTENANT,1.00," 	84,541 "
1653,FIREFIGHTER,1.00," 	66,428 "
2525,FIRE APPARATUS ENGR,1.00," 	80,246 "
2413,FIREFIGHTER,1.00," 	79,477 "
3256,FIRE APPARATUS ENGR,1.00," 	80,336 "
3002,FIREFIGHTER,1.00," 	68,208 "
3049,FIREFIGHTER PARAMEDI,1.00," 	86,686 "
2065,FIREFIGHTER,1.00," 	68,208 "
3286,FIREFIGHTER PARAMEDI,1.00," 	73,070 "
2849,FIREFIGHTER PARAMEDI,1.00," 	88,030 "
3959,FIREFIGHTER,1.00," 	73,545 "
3798,FIREFIGHTER PARAMEDI,1.00," 	78,289 "
1030,FIREFIGHTER,1.00," 	69,987 "
1356,FIREFIGHTER,1.00," 	74,139 "
1877,FIRE APPARATUS ENGR,1.00," 	73,486 "
1101,FIREFIGHTER,1.00," 	73,545 "
VACANT,VACANT,VACANT,VACANT
3196,FIRE LIEUTENANT,1.00," 	88,631 "
1857,FIREFIGHTER,1.00," 	69,987 "
1766,FIREFIGHTER,1.00," 	72,748 "
7853,FIREFIGHTER,1.00," 	55,743 "
2070,FIREFIGHTER,1.00," 	69,987 "
4026,FIRE APPARATUS ENGR,1.00," 	77,222 "
6781,FIREFIGHTER PARAMEDI,1.00," 	63,281 "
2745,FIREFIGHTER PARAMEDI,1.00," 	78,941 "
3562,FIRE APPARATUS ENGR,1.00," 	75,977 "
1246,DIVISION FIRE CHIEF,1.00," 	108,276 "
1048,FIRE APPARATUS ENGR,1.00," 	79,713 "
3306,FIREFIGHTER PARAMEDI,1.00," 	75,027 "
2035,FIRE LIEUTENANT,1.00," 	87,949 "
1001,FIREFIGHTER,1.00," 	76,511 "
4108,FIRE APPARATUS ENGR-13,1.00," 	75,354 "
2712,FIRE LIEUTENANT,1.00," 	84,541 "
3888,FIRE APPARATUS ENGR,1.00," 	79,713 "
3620,FIRE APPARATUS ENGR,1.00," 	80,336 "
1038,FIREFIGHTER PARAMEDI,1.00," 	78,941 "
3968,FIREFIGHTER PARAMEDI,1.00," 	87,358 "
7861,FIREFIGHTER,1.00," 	55,743 "
2722,FIREFIGHTER,1.00," 	69,987 "
3625,FIRE APPARATUS ENGR,1.00," 	80,336 "
3987,FIRE APPARATUS ENGR-13,1.00," 	75,354 "
3768,FIREFIGHTER PARAMEDI,1.00," 	77,950 "
1448,FIREFIGHTER PARAMEDI,1.00," 	73,070 "
2978,FIRE LIEUTENANT,1.00," 	88,631 "
1907,FIRE CHIEF-ASST,1.00," 	126,714 "
2506,FIREFIGHTER PARAMEDI,1.00," 	78,289 "
2705,FIREFIGHTER,1.00," 	73,545 "
3856,FIRE APPARATUS ENGR,1.00," 	80,336 "
1850,FIREFIGHTER PARAMEDI,1.00," 	71,113 "
3834,FIREFIGHTER PARAMEDI,1.00," 	78,941 "
3841,FIREFIGHTER PARAMEDI,1.00," 	77,614 "
3926,FIRE APPARATUS ENGR-13,1.00," 	71,618 "
2934,FIRE APPARATUS ENGR,1.00," 	69,749 "
3899,FIRE LIEUTENANT,1.00," 	87,949 "
VACANT,VACANT,VACANT,VACANT
3088,FIREFIGHTER PARAMEDI,1.00," 	82,856 "
3979,FIREFIGHTER PARAMEDI,1.00," 	84,813 "
3960,FIRE APPARATUS ENGR,1.00," 	71,618 "
3435,FIREFIGHTER,1.00," 	71,766 "
1870,FIRE LIEUTENANT,1.00," 	81,132 "
1980,FIRE APPARATUS ENGR,1.00," 	72,863 "
1517,FIREFIGHTER,1.00," 	72,359 "
1063,FIREFIGHTER PARAMEDI,1.00," 	78,941 "
2040,FIREFIGHTER PARAMEDI,1.00," 	78,941 "
1480,FIREFIGHTER,1.00," 	76,511 "
3241,FIRE APPARATUS ENGR,1.00," 	73,486 "
3547,FIRE CHIEF-ASST,1.00," 	126,714 "
3091,FIREFIGHTER,1.00," 	76,511 "
1985,FIREFIGHTER PARAMEDI,1.00," 	88,030 "
2154,FIREFIGHTER PARAMEDI,1.00," 	82,654 "
2697,FIRE LIEUTENANT,1.00," 	90,677 "
2664,FIREFIGHTER,1.00," 	76,511 "
1028,FIREFIGHTER,1.00," 	75,918 "
1515,FIRE LIEUTENANT,1.00," 	85,904 "
3075,FIREFIGHTER,1.00," 	62,870 "
4076,FIRE APPARATUS ENGR,1.00," 	77,222 "
4124,FIREFIGHTER PARAMEDI,1.00," 	86,686 "
1096,FIREFIGHTER PARAMEDI,1.00," 	80,638 "
1466,FIREFIGHTER,1.00," 	68,208 "
2660,FIREFIGHTER,1.00," 	75,918 "
3775,FIRE LIEUTENANT,1.00," 	83,859 "
3080,FIRE APPARATUS ENGR,1.00," 	80,336 "
1825,FIREFIGHTER PARAMEDI,1.00," 	79,294 "
2234,FIRE LIEUTENANT,1.00," 	85,904 "
2644,FIRE LIEUTENANT,1.00," 	85,904 "
1703,FIRE APPARATUS ENGR,1.00," 	79,091 "
2137,FIRE CHIEF,1.00," 	147,652 "
3263,FIRE PROTECTION ENGR,1.00," 	94,538 "
7691,FIRE PUB INFO SPEC 1-18,1.00," 	68,154 "
2150,FIRE CODE ENFORCE 3,1.00," 	75,311 "
2969,FIRE ED/ENFC OFF 2,1.00," 	70,705 "
9716,FIRE CODE ENFORCE 1-16,1.00," 	52,531 "
6433,FIRE ADM SERV MGR,1.00," 	74,845 "
3800,ADMIN CLK 1,1.00," 	52,612 "
2061,ADMIN ASST,1.00," 	51,096 "
6309,FIRE CODE ENFORCE 2-16,1.00," 	58,908 "
3434,FIRE CODE ENFORCE 4,1.00," 	82,096 "
1250,FIRE CODE ENFORCE 3,1.00," 	76,732 "
3845,FIRE MARSHAL,1.00," 	116,182 "
7964,FIRE CODE ENFORCE 1-16,1.00," 	54,028 "
2026,ADMIN CLK 1,1.00," 	53,095 "
3365,FIRE CODE ENFORCE 3,1.00," 	78,863 "
5251,ACCT TECH 2,1.00," 	49,623 "
3191,FIRE CAPT,1.00," 	88,274 "
3759,FIREFIGHTER,1.00," 	75,918 "
2690,FIRE LIEUTENANT,1.00," 	83,859 "
7854,FIREFIGHTER,1.00," 	55,743 "
2024,FIRE LIEUTENANT,1.00," 	81,132 "
3251,FIREFIGHTER,1.00," 	67,022 "
3447,FIREFIGHTER,1.00," 	59,311 "
1734,FIREFIGHTER,1.00," 	72,952 "
3814,FIREFIGHTER,1.00," 	73,545 "
2197,FIREFIGHTER,1.00," 	75,918 "
7826,FIREFIGHTER PARAMEDI,1.00," 	61,317 "
6780,FIREFIGHTER,1.00," 	57,528 "
3530,FIRE CAPT,1.00," 	97,604 "
6779,FIREFIGHTER,1.00," 	57,528 "
2184,FIREFIGHTER,1.00," 	64,649 "
7855,FIREFIGHTER,1.00," 	55,743 "
3532,FIRE CAPT,1.00," 	88,992 "
6778,FIREFIGHTER,1.00," 	57,528 "
2029,FIRE CAPT,1.00," 	87,557 "
3035,FIREFIGHTER,1.00," 	76,511 "
3817,FIREFIGHTER,1.00," 	66,428 "
7856,FIREFIGHTER,1.00," 	55,743 "
2131,FIREFIGHTER,1.00," 	78,883 "
2692,FIREFIGHTER,1.00," 	68,801 "
1959,FIREFIGHTER,1.00," 	73,545 "
2852,FIRE CAPT,1.00," 	92,580 "
6777,FIREFIGHTER,1.00," 	57,528 "
3935,POLICE OFFICER,1," 	69,988 "
3085,POLICE SGT.,1," 	84,161 "
2200,POLICE OFFICER,1," 	74,733 "
4006,POLICE OFFICER,1," 	77,698 "
3629,POLICE OFFICER,1," 	75,326 "
3439,POLICE OFFICER,1," 	73,546 "
1344,DETECTIVE SERGEANT,1," 	84,813 "
7938,POLICE OFFICER,1," 	55,841 "
3478,POLICE OFFICER,1," 	69,988 "
2571,POLICE LT.,1," 	94,629 "
3704,POLICE OFFICER,1," 	76,512 "
1276,POLICE OFFICER,1," 	77,105 "
1596,POLICE OFFICER,1," 	75,919 "
1010,POLICE OFFICER,1," 	75,919 "
3610,ASST POLICE CHIEF,1," 	124,383 "
2373,POLICE SGT.,1," 	83,508 "
3812,POLICE OFFICER,1," 	73,546 "
3747,POLICE OFFICER,1," 	77,105 "
4127,POLICE OFFICER,1," 	68,208 "
2481,DETECTIVE SERGEANT,1," 	84,161 "
3950,POLICE OFFICER,1," 	76,512 "
1556,POLICE LT.,1," 	92,825 "
1224,POLICE OFFICER,1," 	71,767 "
2927,POLICE OFFICER,1," 	71,767 "
1394,POLICE SGT.,1," 	80,899 "
3818,POLICE OFFICER,1," 	71,767 "
3560,POLICE SGT.,1," 	84,161 "
7939,POLICE OFFICER,1," 	55,841 "
9359,POLICE OFFICER,1," 	54,414 "
2207,POLICE OFFICER,1," 	75,919 "
2715,POLICE OFFICER,1," 	73,546 "
3471,POLICE OFFICER,1," 	71,767 "
3908,POLICE OFFICER,1," 	75,919 "
2205,POLICE OFFICER,1," 	75,326 "
3966,POLICE SGT.,1," 	84,161 "
1829,POLICE OFFICER,1," 	73,546 "
1973,POLICE OFFICER,1," 	69,988 "
2862,DETECTIVE 1,1," 	80,337 "
1467,POLICE OFFICER,1," 	69,988 "
1834,POLICE OFFICER,1," 	73,546 "
3410,POLICE OFFICER,1," 	69,988 "
3636,DETECTIVE 1,1," 	79,091 "
1736,POLICE LT.,1," 	92,924 "
3772,POLICE OFFICER,1," 	75,919 "
3906,POLICE OFFICER,1," 	75,326 "
9366,POLICE OFFICER,1," 	54,414 "
2044,POLICE OFFICER,1," 	77,105 "
2014,DETECTIVE 1,1," 	79,714 "
1443,POLICE OFFICER,1," 	69,988 "
1756,POLICE CAPT,1," 	108,694 "
9367,POLICE OFFICER,1," 	54,414 "
1475,DETECTIVE 1,1," 	77,223 "
2892,POLICE LT.,1," 	95,482 "
2434,POLICE OFFICER,1," 	75,919 "
3019,POLICE OFFICER,1," 	76,512 "
1174,POLICE OFFICER,1," 	75,326 "
7952,POLICE OFFICER,1," 	55,841 "
3420,POLICE OFFICER,1," 	79,478 "
1195,DETECTIVE 1,1," 	77,223 "
1979,POLICE OFFICER,1," 	76,512 "
3892,POLICE SGT.,1," 	80,899 "
1456,POLICE OFFICER,1," 	73,546 "
4032,POLICE OFFICER,1," 	73,546 "
1800,POLICE OFFICER,1," 	76,512 "
3269,POLICE INVESTIGATOR,1," 	80,337 "
1251,POLICE LT.,1," 	94,629 "
3871,POLICE OFFICER,1," 	68,209 "
2520,POLICE OFFICER,1," 	73,546 "
2313,POLICE OFFICER,1," 	76,512 "
1407,POLICE OFFICER,1," 	76,512 "
2737,POLICE OFFICER,1," 	75,326 "
1506,DETECTIVE 1,1," 	77,223 "
1324,POLICE OFFICER,1," 	71,767 "
9360,POLICE OFFICER,1," 	54,414 "
4012,POLICE SGT.,1," 	80,899 "
4036,POLICE OFFICER,1," 	75,919 "
1617,DETECTIVE 1,1," 	80,960 "
2196,POLICE OFFICER,1," 	72,360 "
3209,POLICE OFFICER,1," 	78,885 "
2816,POLICE OFFICER,1," 	75,919 "
9374,POLICE OFFICER,1," 	54,414 "
3713,POLICE CAPT,1," 	101,251 "
7031,POLICE OFFICER,1," 	55,841 "
1035,POLICE SGT.,1," 	83,508 "
2717,POLICE OFFICER,1," 	75,919 "
3829,DETECTIVE 1,1," 	78,469 "
1981,DETECTIVE 1,1," 	79,091 "
2055,POLICE OFFICER,1," 	73,546 "
3916,POLICE OFFICER,1," 	69,988 "
1156,POLICE SGT.,1," 	84,161 "
2936,POLICE OFFICER,1," 	76,512 "
3642,POLICE OFFICER,1," 	66,429 "
3275,POLICE SGT.,1," 	78,941 "
3113,DETECTIVE 1,1," 	77,223 "
9379,POLICE OFFICER,1," 	54,414 "
1102,POLICE OFFICER,1," 	71,767 "
9375,POLICE OFFICER,1," 	54,414 "
2702,POLICE SGT.,1," 	79,594 "
3951,POLICE OFFICER,1," 	73,546 "
3748,DETECTIVE 1,1," 	77,846 "
1329,DETECTIVE 1,1," 	79,714 "
3077,POLICE OFFICER,1," 	75,919 "
1117,POLICE OFFICER,1," 	78,885 "
3944,POLICE OFFICER,1," 	69,988 "
6382,POLICE OFFICER,1," 	57,496 "
2930,POLICE OFFICER,1," 	71,767 "
2866,POLICE INVESTIGATOR,1," 	80,337 "
3789,DETECTIVE 1,1," 	80,337 "
1135,POLICE OFFICER,1," 	72,360 "
3769,POLICE OFFICER,1," 	76,512 "
7940,POLICE OFFICER,1," 	55,841 "
2008,POLICE OFFICER,1," 	71,767 "
2502,DETECTIVE 1,1," 	79,714 "
4138,POLICE SGT.,1," 	84,161 "
3146,POLICE LT.,1," 	95,482 "
2022,POLICE LT.,1," 	95,482 "
3223,POLICE OFFICER,1," 	72,953 "
2563,POLICE LT.,1," 	95,482 "
1529,POLICE OFFICER,1," 	71,767 "
1483,POLICE OFFICER,1," 	69,988 "
2908,POLICE SGT.,1," 	80,899 "
4166,DETECTIVE 1,1," 	77,223 "
2210,POLICE OFFICER,1," 	75,919 "
3918,DETECTIVE 1,1," 	79,714 "
1773,POLICE OFFICER,1," 	71,767 "
4132,POLICE OFFICER,1," 	74,140 "
3884,POLICE INVESTIGATOR,1," 	79,714 "
6372,POLICE OFFICER,1," 	57,496 "
3100,POLICE OFFICER,1," 	71,767 "
2870,POLICE OFFICER,1," 	73,546 "
3076,POLICE OFFICER,1," 	74,140 "
3791,POLICE OFFICER,1," 	69,988 "
2236,POLICE OFFICER,1," 	71,767 "
2215,POLICE OFFICER,1," 	71,767 "
3294,POLICE OFFICER,1," 	71,767 "
9368,POLICE OFFICER,1," 	54,414 "
3203,POLICE INVESTIGATOR,1," 	79,714 "
3827,POLICE INVESTIGATOR,1," 	77,223 "
3229,POLICE LT.,1," 	91,997 "
3934,POLICE OFFICER,1," 	71,767 "
3460,POLICE INVESTIGATOR,1," 	75,355 "
4173,POLICE OFFICER,1," 	71,767 "
3242,POLICE OFFICER,1," 	77,698 "
3247,POLICE SGT.,1," 	83,508 "
2545,POLICE OFFICER,1," 	71,767 "
3398,POLICE OFFICER,1," 	78,885 "
2872,POLICE OFFICER,1," 	74,140 "
1509,POLICE OFFICER,1," 	73,546 "
1642,DETECTIVE 1,1," 	80,337 "
2369,POLICE SGT.,1," 	84,813 "
2069,DETECTIVE 1,1," 	79,714 "
1161,DETECTIVE 1,1," 	80,960 "
3150,POLICE CAPT,1," 	108,694 "
2987,POLICE SGT.,1," 	83,508 "
1823,POLICE OFFICER,1," 	75,919 "
1106,POLICE OFFICER,1," 	75,326 "
3891,POLICE OFFICER,1," 	71,767 "
2292,POLICE OFFICER,1," 	75,919 "
1433,POLICE SGT.,1," 	85,465 "
4056,POLICE OFFICER,1," 	75,919 "
VACANT,VACANT,VACANT,VACANT
2703,DETECTIVE 1,1," 	79,714 "
1027,POLICE LT.,1," 	95,482 "
3387,POLICE LT.,1," 	91,168 "
3296,POLICE OFFICER,1," 	74,140 "
3007,POLICE INVESTIGATOR,1," 	79,091 "
3803,POLICE OFFICER,1," 	76,512 "
1934,POLICE CAPT,1," 	108,694 "
1876,POLICE OFFICER,1," 	66,429 "
2293,POLICE OFFICER,1," 	74,733 "
2327,POLICE OFFICER,1," 	75,326 "
2019,POLICE OFFICER,1," 	66,429 "
2009,POLICE OFFICER,1," 	79,478 "
1210,POLICE OFFICER,1," 	77,105 "
7935,POLICE OFFICER,1," 	55,841 "
3905,POLICE OFFICER,1," 	77,698 "
1075,POLICE SGT.,1," 	82,203 "
3649,POLICE OFFICER,1," 	73,546 "
2135,POLICE SGT.,1," 	82,203 "
1484,POLICE INVESTIGATOR,1," 	78,469 "
1512,POLICE OFFICER,1," 	71,767 "
3232,DETECTIVE 1,1," 	80,337 "
3599,POLICE OFFICER,1," 	76,512 "
4169,POLICE OFFICER,1," 	71,767 "
4141,POLICE OFFICER,1," 	76,512 "
3115,POLICE OFFICER,1," 	72,360 "
2864,POLICE INVESTIGATOR,1," 	75,355 "
7941,POLICE OFFICER,1," 	55,841 "
2634,POLICE OFFICER,1," 	73,546 "
2905,POLICE OFFICER,1," 	71,767 "
2674,DETECTIVE 1,1," 	79,091 "
3757,POLICE LT.,1," 	87,012 "
1269,POLICE OFFICER,1," 	77,105 "
1526,POLICE OFFICER,1," 	73,546 "
2555,DETECTIVE 1,1," 	77,223 "
3815,POLICE OFFICER,1," 	71,767 "
3480,POLICE OFFICER,1," 	71,767 "
3658,POLICE OFFICER,1," 	69,988 "
9361,POLICE OFFICER,1," 	54,414 "
2490,POLICE OFFICER,1," 	75,919 "
3335,DETECTIVE 1,1," 	80,960 "
7936,POLICE OFFICER,1," 	55,841 "
3372,POLICE SGT.,1," 	84,813 "
1848,POLICE OFFICER,1," 	72,360 "
4107,DETECTIVE 1,1," 	80,337 "
1758,POLICE OFFICER,1," 	75,919 "
2534,DETECTIVE 1,1," 	79,091 "
1508,POLICE OFFICER,1," 	73,546 "
2848,DETECTIVE SARGEANT,1," 	82,203 "
3078,POLICE OFFICER,1," 	71,767 "
3995,POLICE OFFICER,1," 	69,988 "
3059,POLICE OFFICER,1," 	73,546 "
1319,POLICE OFFICER,1," 	78,885 "
4093,POLICE OFFICER,1," 	73,546 "
3441,POLICE OFFICER,1," 	73,546 "
2208,POLICE SGT.,1," 	84,161 "
1310,DETECTIVE 1,1," 	79,714 "
3708,DETECTIVE 1,1," 	83,451 "
1285,POLICE SGT.,1," 	82,856 "
7950,POLICE OFFICER,1," 	55,841 "
3672,POLICE OFFICER,1," 	74,140 "
9369,POLICE OFFICER,1," 	54,414 "
4165,POLICE OFFICER,1," 	69,988 "
3044,POLICE OFFICER,1," 	75,919 "
3895,POLICE SGT.,1," 	84,161 "
4073,POLICE OFFICER,1," 	73,546 "
2118,POLICE OFFICER,1," 	78,885 "
3551,DETECTIVE 1,1," 	80,337 "
2095,POLICE OFFICER,1," 	76,512 "
2375,POLICE OFFICER,1," 	73,546 "
2975,POLICE OFFICER,1," 	77,105 "
3429,DETECTIVE 1,1," 	80,337 "
3707,DETECTIVE 1,1," 	80,337 "
2741,POLICE OFFICER,1," 	73,546 "
1223,POLICE SGT.,1," 	84,813 "
1066,DETECTIVE 1,1," 	79,714 "
3602,POLICE SGT.,1," 	84,813 "
1615,DETECTIVE 1,1," 	82,205 "
2396,POLICE OFFICER,1," 	71,767 "
2536,POLICE OFFICER,1," 	73,546 "
2175,POLICE OFFICER,1," 	75,919 "
1239,POLICE LT.,1," 	87,012 "
2449,POLICE LT.,1," 	94,629 "
3842,POLICE OFFICER,1," 	71,767 "
9370,POLICE OFFICER,1," 	54,414 "
4163,POLICE OFFICER,1," 	69,988 "
3949,DETECTIVE 1,1," 	80,960 "
3961,POLICE OFFICER,1," 	77,698 "
1245,DETECTIVE 1,1," 	82,828 "
1114,POLICE INVESTIGATOR,1," 	83,451 "
2839,POLICE OFFICER,1," 	75,919 "
4063,DETECTIVE 1,1," 	75,355 "
2020,POLICE SGT.,1," 	83,508 "
1569,POLICE OFFICER,1," 	70,581 "
7943,POLICE OFFICER,1," 	55,841 "
3990,POLICE OFFICER,1," 	75,326 "
1516,POLICE OFFICER,1," 	69,988 "
1293,POLICE OFFICER,1," 	75,326 "
3270,POLICE CAPT,1," 	108,694 "
1004,DETECTIVE 1,1," 	83,451 "
1593,POLICE OFFICER,1," 	75,326 "
1477,POLICE LT.,1," 	95,482 "
9371,POLICE OFFICER,1," 	54,414 "
3897,POLICE OFFICER,1," 	69,988 "
3367,POLICE CAPT,1," 	108,694 "
6373,POLICE OFFICER,1," 	57,496 "
3634,POLICE OFFICER,1," 	77,105 "
2346,POLICE OFFICER,1," 	76,512 "
2539,POLICE OFFICER,1," 	73,546 "
6383,POLICE OFFICER,1," 	57,496 "
2054,POLICE LT.,1," 	94,629 "
1280,POLICE SGT.,1," 	83,508 "
2202,POLICE OFFICER,1," 	78,291 "
3066,DETECTIVE 1,1," 	80,960 "
2550,POLICE OFFICER,1," 	71,767 "
2996,POLICE SGT.,1," 	84,813 "
2376,POLICE SGT.,1," 	83,508 "
2477,POLICE SGT.,1," 	83,508 "
1162,POLICE OFFICER,1," 	73,546 "
2190,POLICE OFFICER,1," 	75,326 "
9362,POLICE OFFICER,1," 	54,414 "
2064,POLICE SGT.,1," 	81,551 "
2001,POLICE OFFICER,1," 	76,512 "
7945,POLICE OFFICER,1," 	55,841 "
3889,POLICE OFFICER,1," 	73,546 "
1339,POLICE OFFICER,1," 	71,174 "
2470,POLICE SGT.,1," 	80,898 "
2984,POLICE OFFICER,1," 	68,208 "
3819,POLICE OFFICER,1," 	71,767 "
3741,POLICE INVESTIGATOR,1," 	80,960 "
6384,POLICE OFFICER,1," 	57,496 "
1665,POLICE OFFICER,1," 	71,767 "
4164,POLICE OFFICER,1," 	70,581 "
2351,POLICE OFFICER,1," 	71,767 "
1254,POLICE OFFICER,1," 	73,546 "
3831,POLICE OFFICER,1," 	75,919 "
3662,DETECTIVE 1,1," 	79,714 "
2529,POLICE CAPT,1," 	104,201 "
VACANT,VACANT,VACANT,VACANT
1819,POLICE OFFICER,1," 	73,546 "
1307,POLICE OFFICER,1," 	75,326 "
4041,POLICE OFFICER,1," 	71,767 "
1770,POLICE OFFICER,1," 	68,208 "
3034,POLICE OFFICER,1," 	75,919 "
7954,POLICE OFFICER,1," 	55,841 "
3003,POLICE CHIEF,1," 	152,496 "
1434,POLICE OFFICER,1," 	73,546 "
VACANT,VACANT,VACANT,VACANT
3714,POLICE OFFICER,1," 	77,105 "
4009,POLICE OFFICER,1," 	77,105 "
3809,POLICE OFFICER,1," 	75,919 "
2325,POLICE OFFICER,1," 	74,733 "
1714,POLICE LT.,1," 	93,777 "
6375,POLICE OFFICER,1," 	57,496 "
3647,POLICE OFFICER,1," 	75,919 "
1076,POLICE OFFICER,1," 	75,326 "
2166,POLICE LT.,1," 	94,629 "
4142,POLICE OFFICER,1," 	75,919 "
1941,POLICE OFFICER,1," 	77,105 "
1070,POLICE CAPT,1," 	108,694 "
4128,POLICE OFFICER,1," 	76,512 "
3750,POLICE OFFICER,1," 	74,140 "
2479,POLICE OFFICER,1," 	70,581 "
6315,POLICE PROPERTY CLK 1-16,1," 	44,313 "
6198,ADMIN CLK 1,1," 	46,665 "
1441,PKG ENFC OFF,1," 	52,704 "
2608,AUTO SVS WKR,1," 	55,784 "
2671,PKG ENFC OFF,1," 	58,891 "
3087,PKG ENFC OFF,1," 	55,649 "
1965,PROGRAM ASST 1,1," 	57,097 "
3808,PKG ENFC OFF,1," 	55,649 "
VACANT,VACANT,VACANT,VACANT
1872,POLICE RPT TYPIST 2,1," 	46,910 "
2225,CLERK-TYP 2,1," 	45,372 "
10231,CLERK-TYP 1-20,1," 	35,101 "
10404,CLERK-TYP 1-20,1," 	35,101 "
4104,PKG ENFC OFF,1," 	58,891 "
3494,POLICE RPT TYPIST 2,1," 	51,798 "
2248,POLICE RPT TYPIST 2,1," 	45,543 "
10279,CLERK-TYP 1-20,1," 	35,101 "
2733,POLICE RPT TYPIST 2,1," 	49,465 "
VACANT,VACANT,VACANT,VACANT
2617,POLICE RPT TYPIST 2,1," 	50,398 "
2463,PKG ENFC OFF,1," 	57,270 "
4021,POLICE RPT TYPIST 2,1," 	51,798 "
2355,PKG ENFC OFF,1," 	54,028 "
3330,PKG ENFC OFF,1," 	55,649 "
9033,POLICE RCDS SVS CLK,1," 	41,684 "
3776,POLICE RCDS SVS CLK,1," 	52,265 "
3386,POLICE PROPERTY CLK-16,1," 	55,784 "
2147,PKG ENFC OFF,1," 	55,649 "
2907,ADMIN ASST,1," 	55,547 "
1726,CLERK-TYP 2,1," 	45,372 "
1043,POLICE RPT TYPIST 2,1," 	44,051 "
3947,PKG ENFC OFF,1," 	59,431 "
3830,POLICE RCDS SVS CLK,1," 	49,465 "
1692,POLICE RPT TYPIST 2,1," 	51,798 "
10227,POLICE RPT TYPIST 1-20,1," 	38,074 "
1267,POLICE ADM SERVS MGR,1," 	104,745 "
3510,PROGRAM ASST 1,1," 	57,097 "
2495,ADMIN CLK 1,1," 	48,268 "
2053,PKG ENFC OFF,1," 	58,350 "
1751,ADMIN CLK 1,1," 	53,095 "
1221,POLICE PROPERTY CLK-16,1," 	51,302 "
2378,CLERK-TYP 2,1," 	46,694 "
9958,POLICE RPT TYPIST 1-20,1," 	38,946 "
3259,POLICE RCDS SVS CLK,1," 	51,798 "
1634,CLERK-TYP 2,1," 	46,694 "
1580,PROGRAM ASST 1,1," 	54,038 "
2134,CLERK-TYP 2,1," 	47,575 "
2002,PKG ENFC OFF,1," 	58,891 "
3093,POLICE RPT TYPIST 2,1," 	49,465 "
1690,PKG ENFC OFF,1," 	59,971 "
2173,PKG ENFC OFF,1," 	59,971 "
1172,CLERK-TYP 2,1," 	48,015 "
3746,PROGRAM ASST 1,1," 	56,587 "
1393,PKG ENFC OFF,1," 	60,511 "
7448,POLICE PROPERTY CLK 2-16,1," 	48,449 "
2395,POLICE RPT TYPIST 2-20,1," 	48,065 "
5959,POLICE RPT TYPIST 2,1," 	44,051 "
2179,PKG ENFC OFF,1," 	59,971 "
7538,PKG ENFC OFF,1," 	51,169 "
2273,PKG ENFC OFF,1," 	60,511 "
3343,PKG ENFC OFF,1," 	60,511 "
10230,CROSSING GUARD SUPV,0.85," 	40,927 "
2980,CROSSING GUARD SUPV,0.85," 	50,672 "
2912,TRANS OPERATOR,1," 	54,461 "
3788,TRANS OPERATOR,1," 	59,907 "
2649,TRANS OPERATOR,1," 	60,451 "
3444,TRANS OPERATOR,1," 	57,728 "
7900,TRANS OPERATOR,1," 	46,292 "
9192,TRANS CLASS C MECH-ENTRY-41,1," 	40,523 "
7927,TRANS OPERATOR,1," 	46,292 "
1733,TRANS OPERATOR,1," 	56,094 "
2392,TRANS OPERATOR,1," 	57,728 "
3722,TRANS OPERATOR,1," 	60,996 "
2159,TRANS OPERATOR,1," 	59,907 "
2965,TRANS BLD MT-FOREMAN,1," 	80,058 "
3863,TRANS OPERATOR,1," 	60,996 "
7912,TRANS CUST SERVS REP,0.5," 	19,235 "
5172,TRANS OPERATOR,1," 	54,461 "
10273,TRANS OPERATOR,0.3," 	12,254 "
4100,TRANS OPERATOR,1," 	59,362 "
3351,TRANS OPER SUPER,1," 	77,692 "
1074,TRANS MAINT SUPERV,1," 	72,702 "
1944,TRANS OPERATOR,1," 	59,907 "
1097,TRANS PLANNER 2,1," 	73,415 "
1518,TRANS OPERATOR,1," 	57,728 "
1044,TRANS OPERATOR,1," 	54,461 "
2331,TRANS OPERATOR,1," 	60,451 "
1087,TRANS CLASS A MECH,1," 	59,938 "
2869,TRANS OPERATOR,1," 	56,094 "
1652,TRANS OPERATOR,1," 	54,461 "
1953,TRANS OPERATOR,1," 	60,451 "
3324,TRANS OPERATOR,1," 	60,996 "
1302,TRANS OPERATOR,1," 	60,451 "
1306,TRANS OPERATOR,1," 	56,094 "
1999,TRANS OPERATOR,1," 	60,996 "
VACANT,VACANT,VACANT,VACANT
2393,TRANS CLASS A MECH,1," 	59,938 "
