Employee #,Filled Position Description,Filled FTE Percent,Current Salary
5957,IT SPEC 2,1," 	71,300 "
5955,PKS MAINT WKR,1," 	51,302 "
VACANT,VACANT,VACANT,VACANT
3381,PLANNER-PRINCIPAL,1," 	108,774 "
7862,FIREFIGHTER,20.00," 	55,743 "
6340,POLICE OFFICER,1," 	55,841 "
2833,FORESTRY SPEC,1," 	60,675 "
3638,POLICE RPT LEADWKR,1," 	52,508 "
VACANT,VACANT,VACANT,VACANT
3122,ORG HEALTH/DEV MGR,1," 	109,763 "
3090,STR MACH OPR 3,1," 	59,433 "
2698,STR MACH OPR 3,1," 	58,888 "
2929,STR MACH OPR 3,1," 	58,888 "
4640,STR MACH OPR 1,1," 	45,810 "
4570,STR SEW MAINT WKR 1,1," 	42,452 "
3688,STR SEW MAINT WKR 1,1," 	48,042 "
6378,POLICE OFFICER,1," 	57,496 "
6379,POLICE OFFICER,1," 	57,496 "
6380,POLICE OFFICER,1," 	57,496 "
6381,POLICE OFFICER,1," 	57,496 "
1491,ASST POLICE CHIEF,1," 	124,383 "
10280,ACCOUNTANT 4,1," 	71,300 "
5009,ENGINEER 2-18,1," 	65,222 "
7646,CONSTRUCT INSP 1,1," 	53,804 "
1972,CONSTRUCT INSP 1,1," 	65,056 "
2227,S/D MAINT TECH 1,1," 	57,798 "
1582,STR SEWER MACH OPR 1,1," 	52,647 "
7993,PLANNER 1-18,1," 	60,085 "
7977,PLANNER 2,1," 	65,222 "
9233,ACCOUNTANT 2,1," 	68,154 "
2060,PKS MAINT MECHANIC,1," 	55,254 "
1835,ARBORIST 2,1," 	58,570 "
2186,ARBORIST 2,1," 	58,570 "
2319,EQPT OPR 3,1," 	58,570 "
7410,ARBORIST 1,1," 	49,807 "
7488,ARBORIST 1,1," 	49,807 "
7411,ARBORIST 1,1," 	49,807 "
8039,ARBORIST 1,1," 	49,807 "
3923,GARDENER,1," 	52,704 "
7678,GARDENER,1," 	48,449 "
5976,CUSTODIAL WKR 1,1," 	40,051 "
2686,ENGR PROG SPEC 2,1," 	67,507 "
8042,ENGINEER 1-18,1," 	60,085 "
3315,ZONING CODE OFF 2,1," 	62,721 "
7591,CONSTRUCTION MGR,1," 	78,385 "
8036,ASSET MGR,1," 	78,385 "
1333,CLERK-TYP 2,1," 	46,694 "
VACANT,VACANT,VACANT,VACANT
3018,ACCTG TECH 1,1," 	60,291 "
7177,LIBRARY ASST 1,1," 	47,951 "
7194,TRANS OPERATOR,1," 	49,014 "
7403,TRANS OPERATOR,1," 	46,292 "
7402,TRANS OPERATOR,1," 	46,292 "
7400,TRANS OPERATOR,1," 	46,292 "
7750,TRANS OPERATOR,1," 	54,461 "
7823,ADMIN ANAL 4,1," 	82,129 "
2056,CCTV INSPEC TECH,1," 	61,727 "
2037,CCTV INSPEC TECH,1," 	61,161 "
3587,S/D MAINT TECH 1,1," 	59,979 "
7541,PLANNER 2,1," 	68,154 "
7487,LIBRARY ASST 1,0.9," 	41,703 "
1852,PROGRAM ASST 1,1," 	54,038 "
2680,ENGR PROG SPEC 1,1," 	62,721 "
1493,ASST PKS SUPERINTEND,1," 	106,846 "
6278,CLERK-TYP 1-20,1.00," 	40,125 "
7962,EQUITY COORD,1," 	74,845 "
7877,ACCOUNTANT 2,1," 	62,507 "
6715,CLERK TYP 1,1," 	38,574 "
6385,POLICE OFFICER,1," 	57,496 "
7834,POLICE OFFICER,1," 	55,841 "
3240,PUB WKS FORE,1," 	65,632 "
5535,PKS MAINT WKR,1," 	48,449 "
2348,PKS MAINT WKR,1," 	56,797 "
1440,COMM PARA 1-16,1.00," 	56,692 "
VACANT,VACANT,VACANT,VACANT
5882,PLANNER 2,1," 	62,507 "
3264,PW DEV MGR 2,1," 	91,243 "
4007,IT SPEC 3-18,1," 	80,737 "
3865,IT SPEC 4,1," 	87,800 "
VACANT,VACANT,VACANT,VACANT
VACANT,VACANT,VACANT,VACANT
4048,PROGRAM ASST 1,1," 	52,508 "
9557,ACCOUNTANT 4,1," 	86,078 "
9473,PROG ASST 1,1," 	46,303 "
2456,LIB PROG SUPV,1," 	86,224 "
4156,STR MACH OPR 3,1," 	59,979 "
2845,STR MACH OPR 3,1," 	57,798 "
2548,STR MACH OPR 3,1," 	57,798 "
1727,OPERATING MAINT WKR,1," 	60,524 "
7953,TENANT SVS AIDE,1," 	48,268 "
8418,TENANT SVS AIDE,1," 	48,268 "
1646,STR SEWER MACH OPR 1,1," 	51,157 "
8814,STR SEWER MACH OPR 1,1," 	43,891 "
5186,STR SEWER MACH OPR 1,1," 	43,891 "
8812,STR SEWER MACH OPR 1,1," 	43,891 "
5764,ACCOUNTANT 1-18 PT,0.6," 	34,520 "
VACANT,VACANT,VACANT,VACANT
VACANT,VACANT,VACANT,VACANT
VACANT,VACANT,VACANT,VACANT
4153,LANDSCAPE ARCHITECT 1-18,1," 	57,534 "
7983,ENGINEER 1-18,1," 	57,534 "
1226,FIREFIGHTER PARAMEDIC-13,1.00," 	88,728 "
3565,PUB WKS GEN FORE,1," 	75,651 "
9089,ENGINEER 2,1," 	62,507 "
8256,ELECTRICIAN,1," 	59,483 "
1370,PROGRAM ASST 1,1," 	54,134 "
10403,COM DEV SPEC 1-18,1," 	57,534 "
VACANT,VACANT,VACANT,VACANT
VACANT,VACANT,VACANT,VACANT
9122,PLANNER 1-18,1," 	57,534 "
6039,ADMIN CLK 1,0.6," 	26,431 "
3065,PKG EQUIP MECH,1," 	58,309 "
10608,IT SPEC 4,1," 	78,385 "
2710,POLICE SGT.,1," 	82,203 "
1654,POLICE SGT.,1," 	81,551 "
9052,CONSTRUCTION MGR,1," 	74,845 "
9121,ENGINEER 3,1," 	74,845 "
7948,POLICE OFFICER,1," 	55,841 "
7949,POLICE OFFICER,1," 	55,841 "
7727,REAL ESTATE AGENT 1-18,1," 	62,507 "
1165,LIBRARY ASST 1,1," 	54,771 "
1015,PK RANGER LDWKR,1," 	51,169 "
9719,PROGRAM ASST 1,0.6," 	27,999 "
10261,COMM DEV SPEC 2,1," 	60,085 "
7374,ADMIN CLK 1,0.7," 	30,078 "
9200,CUSTODIAL WKR 2,1," 	43,180 "
10575,CUSTODIAL WKR 2,1," 	43,180 "
10576,CUSTODIAL WKR 2,1," 	43,180 "
7864,INFORMATION CLERK,0.6," 	24,488 "
10456,ADMIN ASST,1," 	49,608 "
3592,CIVIL TECH 1,1," 	61,885 "
VACANT,VACANT,VACANT,VACANT
7358,INFORMATION CLERK,0.8," 	32,651 "
8416,PARKS WORKER,0.75," 	29,945 "
2889,PARKS WORKER,0.75," 	37,093 "
9188,PARKS WORKER,0.75," 	29,945 "
7671,PARKS WORKER,0.75," 	29,945 "
7781,PARKS WORKER,0.75," 	29,945 "
VACANT,VACANT,VACANT,VACANT
1763,MAINT WORKER,1," 	60,511 "
7715,PROG ASST 1,1," 	45,149 "
VACANT,VACANT,VACANT,VACANT
9152,ENGINEER 1-18,1," 	55,394 "
9380,POLICE OFFICER,1," 	54,414 "
9381,POLICE OFFICER,1," 	54,414 "
VACANT,VACANT,VACANT,VACANT
VACANT,VACANT,VACANT,VACANT
VACANT,VACANT,VACANT,VACANT
VACANT,VACANT,VACANT,VACANT
VACANT,VACANT,VACANT,VACANT
VACANT,VACANT,VACANT,VACANT
VACANT,VACANT,VACANT,VACANT
VACANT,VACANT,VACANT,VACANT
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
